baseline,lambda_cost,eta_cost,gamma_cost,nuisance_mode,mean_actionable_utility_diff_qk_minus_baseline,ci95_low,ci95_high,prob_diff_gt_0,qk_better_ci95
Energy distance,0.1,0.0,0.05,excess_clipped,-0.6087738896533854,-1.1952904341508408,0.04627716989357266,0.3333333333333333,False
MMD-RBF,0.1,0.0,0.05,excess_clipped,-0.05333193449361747,-0.707663843657691,0.7501200331346476,0.36666666666666664,False
KS-max,0.1,0.0,0.05,excess_clipped,-0.02280370516062282,-0.8148828740768613,1.0931678677955974,0.26666666666666666,False
JSD,0.1,0.0,0.05,excess_clipped,-0.40603173782680363,-1.0616360487817778,0.48296169898430985,0.2,False
QK-MMD PauliXZ,0.1,0.0,0.05,excess_clipped,0.6951462343403062,-0.06323366920479244,1.6615689470336459,0.5333333333333333,False
Energy distance,0.1,0.0,0.1,excess_clipped,-1.43770402930677,-2.029152809509543,-0.7797457655925932,0.13333333333333333,False
MMD-RBF,0.1,0.0,0.1,excess_clipped,-0.692184702320568,-1.3456815531628576,0.11028942659335209,0.2,False
KS-max,0.1,0.0,0.1,excess_clipped,-0.8365449103212454,-1.6271972551428289,0.27591498089183913,0.16666666666666666,False
JSD,0.1,0.0,0.1,excess_clipped,-1.238730142320274,-1.8933382582811757,-0.3479181893491677,0.06666666666666667,False
QK-MMD PauliXZ,0.1,0.0,0.1,excess_clipped,0.7518028853472785,-0.010104675552652789,1.7181115883003508,0.5333333333333333,False
Energy distance,0.1,0.25,0.0,excess_clipped,0.17015624999999943,-0.407299479166667,0.8080273437499991,0.43333333333333335,False
MMD-RBF,0.1,0.25,0.0,excess_clipped,0.4521874999999998,-0.1998958333333336,1.254303385416666,0.5,False
KS-max,0.1,0.25,0.0,excess_clipped,0.7076041666666666,-0.12162109375000012,1.8918085937499995,0.5,False
JSD,0.1,0.25,0.0,excess_clipped,0.48499999999999993,-0.15834244791666685,1.3378971354166664,0.5666666666666667,False
QK-MMD PauliXZ,0.1,0.25,0.0,excess_clipped,0.55515625,-0.18813281250000005,1.5022408854166667,0.4666666666666667,False
Energy distance,0.1,0.25,0.01,excess_clipped,0.004370222069322486,-0.5734802235817733,0.6421254761405532,0.4,False
MMD-RBF,0.1,0.25,0.01,excess_clipped,0.3244169464346097,-0.3276551130799784,1.1261019176999556,0.43333333333333335,False
KS-max,0.1,0.25,0.01,excess_clipped,0.5448559256345421,-0.28468370403604343,1.7289876184222375,0.4666666666666667,False
JSD,0.1,0.25,0.01,excess_clipped,0.318460319101306,-0.32515508432890594,1.172868388518602,0.5333333333333333,False
QK-MMD PauliXZ,0.1,0.25,0.01,excess_clipped,0.5664875802013948,-0.17748107094903462,1.51348961578535,0.4666666666666667,False
Energy distance,0.1,0.25,0.05,excess_clipped,-0.6587738896533855,-1.2372835738317522,-0.017956036758032996,0.3,False
MMD-RBF,0.1,0.25,0.05,excess_clipped,-0.1866652678269508,-0.8375401350836864,0.6128232546639182,0.3333333333333333,False
KS-max,0.1,0.25,0.05,excess_clipped,-0.10613703849395616,-0.9346366162298606,1.0767670150098465,0.23333333333333334,False
JSD,0.1,0.25,0.05,excess_clipped,-0.3476984044934703,-0.9896094901053928,0.5052168838648399,0.26666666666666666,False
QK-MMD PauliXZ,0.1,0.25,0.05,excess_clipped,0.6118129010069728,-0.13411390104291787,1.5604563246837928,0.4666666666666667,False
Energy distance,0.1,0.25,0.1,excess_clipped,-1.48770402930677,-2.06899646125374,-0.8433918970362388,0.13333333333333333,False
MMD-RBF,0.1,0.25,0.1,excess_clipped,-0.8255180356539014,-1.4746460127996885,-0.027019094521044836,0.16666666666666666,False
KS-max,0.1,0.25,0.1,excess_clipped,-0.9198782436545787,-1.746243622445123,0.262697445264289,0.16666666666666666,False
JSD,0.1,0.25,0.1,excess_clipped,-1.1803968089869405,-1.819857779588958,-0.3294287674962353,0.1,False
QK-MMD PauliXZ,0.1,0.25,0.1,excess_clipped,0.6684695520139452,-0.07955800319001259,1.6187592554043697,0.4666666666666667,False
Energy distance,0.1,0.5,0.0,excess_clipped,0.12015624999999944,-0.4592799479166672,0.7710507812499995,0.4,False
MMD-RBF,0.1,0.5,0.0,excess_clipped,0.3188541666666664,-0.3415742187500002,1.1313580729166666,0.4666666666666667,False
KS-max,0.1,0.5,0.0,excess_clipped,0.6242708333333333,-0.25923437500000013,1.8834010416666647,0.4666666666666667,False
JSD,0.1,0.5,0.0,excess_clipped,0.5433333333333332,-0.10768750000000012,1.36590234375,0.5333333333333333,False
QK-MMD PauliXZ,0.1,0.5,0.0,excess_clipped,0.47182291666666665,-0.2698489583333333,1.4076588541666661,0.4666666666666667,False
Energy distance,0.1,0.5,0.01,excess_clipped,-0.04562977793067748,-0.6263713875321549,0.6051617901592896,0.3333333333333333,False
MMD-RBF,0.1,0.5,0.01,excess_clipped,0.19108361310127636,-0.46908471052920614,1.0032796465420928,0.4666666666666667,False
KS-max,0.1,0.5,0.01,excess_clipped,0.46152259230120873,-0.4213368696104503,1.7203608542003326,0.4,False
JSD,0.1,0.5,0.01,excess_clipped,0.3767936524346393,-0.27387601116170884,1.1985940948076759,0.5333333333333333,False
QK-MMD PauliXZ,0.1,0.5,0.01,excess_clipped,0.48315424686806135,-0.2588745890627013,1.4193121392224726,0.4666666666666667,False
Energy distance,0.1,0.5,0.05,excess_clipped,-0.7087738896533854,-1.2917384875734235,-0.05609540420178989,0.23333333333333334,False
MMD-RBF,0.1,0.5,0.05,excess_clipped,-0.3199986011602841,-0.9780082907588273,0.49038172859348744,0.23333333333333334,False
KS-max,0.1,0.5,0.05,excess_clipped,-0.18947037182728949,-1.070317395034426,1.0657002169025933,0.23333333333333334,False
JSD,0.1,0.5,0.05,excess_clipped,-0.2893650711601369,-0.9387432768672543,0.5332205243198112,0.3,False
QK-MMD PauliXZ,0.1,0.5,0.05,excess_clipped,0.5284795676736393,-0.21457166155565952,1.4665192881538087,0.4666666666666667,False
Energy distance,0.1,0.5,0.1,excess_clipped,-1.53770402930677,-2.122593536938066,-0.8809450799144211,0.16666666666666666,False
MMD-RBF,0.1,0.5,0.1,excess_clipped,-0.9588513689872347,-1.6156400293540307,-0.15273687640951106,0.13333333333333333,False
KS-max,0.1,0.5,0.1,excess_clipped,-1.0032115769879122,-1.880058721903741,0.2500553213823774,0.13333333333333333,False
JSD,0.1,0.5,0.1,excess_clipped,-1.1220634756536072,-1.7694249977764755,-0.29976729302911614,0.2,False
QK-MMD PauliXZ,0.1,0.5,0.1,excess_clipped,0.5851362186806118,-0.16020640705466735,1.5253647644128745,0.5,False
Energy distance,0.1,1.0,0.0,excess_clipped,0.02015624999999943,-0.6272994791666672,0.727299479166666,0.43333333333333335,False
MMD-RBF,0.1,1.0,0.0,excess_clipped,0.05218749999999973,-0.6556966145833333,0.897729166666666,0.36666666666666664,False
KS-max,0.1,1.0,0.0,excess_clipped,0.4576041666666665,-0.5714062500000002,1.878196614583333,0.43333333333333335,False
JSD,0.1,1.0,0.0,excess_clipped,0.6600000000000001,-0.0637578125000002,1.4710143229166666,0.5666666666666667,False
QK-MMD PauliXZ,0.1,1.0,0.0,excess_clipped,0.30515624999999996,-0.46198177083333336,1.24454296875,0.5,False
Energy distance,0.1,1.0,0.01,excess_clipped,-0.14562977793067747,-0.7932800503353193,0.5613947638206082,0.3,False
MMD-RBF,0.1,1.0,0.01,excess_clipped,-0.0755830535653903,-0.7831293098627176,0.7697218215402561,0.3333333333333333,False
KS-max,0.1,1.0,0.01,excess_clipped,0.29485592563454205,-0.7333571227192996,1.714212667272784,0.4,False
JSD,0.1,1.0,0.01,excess_clipped,0.493460319101306,-0.22940868954998422,1.3044213135597418,0.5666666666666667,False
QK-MMD PauliXZ,0.1,1.0,0.01,excess_clipped,0.3164875802013947,-0.45114113156136665,1.2552722430160754,0.5,False
Energy distance,0.1,1.0,0.05,excess_clipped,-0.8087738896533853,-1.4586228701870763,-0.09982072852441427,0.23333333333333334,False
MMD-RBF,0.1,1.0,0.05,excess_clipped,-0.5866652678269507,-1.2956132867878047,0.2560319995781461,0.26666666666666666,False
KS-max,0.1,1.0,0.05,excess_clipped,-0.3561370384939561,-1.381135932829789,1.0566799704574488,0.23333333333333334,False
JSD,0.1,1.0,0.05,excess_clipped,-0.17269840449347018,-0.8941104172919153,0.639207906887895,0.4,False
QK-MMD PauliXZ,0.1,1.0,0.05,excess_clipped,0.3618129010069727,-0.40721265276860485,1.300640069370391,0.5,False
Energy distance,0.1,1.0,0.1,excess_clipped,-1.6377040293067702,-2.2873084924484823,-0.9285161852570412,0.13333333333333333,False
MMD-RBF,0.1,1.0,0.1,excess_clipped,-1.2255180356539015,-1.9335033421972672,-0.38569685485597255,0.13333333333333333,False
KS-max,0.1,1.0,0.1,excess_clipped,-1.169878243654579,-2.190756759451188,0.23819809948528592,0.16666666666666666,False
JSD,0.1,1.0,0.1,excess_clipped,-1.0053968089869405,-1.7245240489742526,-0.19228817266472265,0.23333333333333334,False
QK-MMD PauliXZ,0.1,1.0,0.1,excess_clipped,0.41846955201394515,-0.3508929898228283,1.3576687672190009,0.5,False
Energy distance,0.1,2.0,0.0,excess_clipped,-0.17984375000000058,-1.0604179687500006,0.7650768229166658,0.4,False
MMD-RBF,0.1,2.0,0.0,excess_clipped,-0.48114583333333366,-1.3829765625000001,0.49752213541666596,0.3,False
KS-max,0.1,2.0,0.0,excess_clipped,0.12427083333333319,-1.26925,1.9268398437499994,0.43333333333333335,False
JSD,0.1,2.0,0.0,excess_clipped,0.8933333333333334,-0.11196223958333336,1.875634114583333,0.6,False
QK-MMD PauliXZ,0.1,2.0,0.0,excess_clipped,-0.028177083333333346,-0.9710624999999999,1.0228268229166666,0.4666666666666667,False
Energy distance,0.1,2.0,0.01,excess_clipped,-0.34562977793067756,-1.2260626141507869,0.5998232970357922,0.36666666666666664,False
MMD-RBF,0.1,2.0,0.01,excess_clipped,-0.6089163868987237,-1.5104848177222157,0.3691940758662727,0.3,False
KS-max,0.1,2.0,0.01,excess_clipped,-0.038477407698791426,-1.4320373949231135,1.7638368875857195,0.43333333333333335,False
JSD,0.1,2.0,0.01,excess_clipped,0.7267936524346389,-0.2779276077774867,1.7076661340310446,0.6,False
QK-MMD PauliXZ,0.1,2.0,0.01,excess_clipped,-0.01684575313193874,-0.9598108440913147,1.0334908323814296,0.4666666666666667,False
Energy distance,0.1,2.0,0.05,excess_clipped,-1.008773889653385,-1.8899814555150034,-0.0650964635459154,0.26666666666666666,False
MMD-RBF,0.1,2.0,0.05,excess_clipped,-1.119998601160284,-2.019224041715696,-0.14597545558280225,0.3,False
KS-max,0.1,2.0,0.05,excess_clipped,-0.6894703718272895,-2.082692666537924,1.110094995355921,0.3,False
JSD,0.1,2.0,0.05,excess_clipped,0.06063492883986322,-0.9418212241424189,1.0386057767400922,0.4666666666666667,False
QK-MMD PauliXZ,0.1,2.0,0.05,excess_clipped,0.028479567673639305,-0.9168824411489912,1.0761468702404813,0.4666666666666667,False
Energy distance,0.1,2.0,0.1,excess_clipped,-1.8377040293067706,-2.717945071234252,-0.8948323214345155,0.1,False
MMD-RBF,0.1,2.0,0.1,excess_clipped,-1.7588513689872347,-2.6551619599895098,-0.7894346023423142,0.23333333333333334,False
KS-max,0.1,2.0,0.1,excess_clipped,-1.5032115769879117,-2.8925043069988514,0.2953727607457249,0.23333333333333334,False
JSD,0.1,2.0,0.1,excess_clipped,-0.7720634756536071,-1.7727860679341054,0.20595307642638552,0.4666666666666667,False
QK-MMD PauliXZ,0.1,2.0,0.1,excess_clipped,0.08513621868061177,-0.8597909603062632,1.131831898684574,0.4666666666666667,False
Energy distance,0.25,0.0,0.0,excess_clipped,0.53515625,-0.07188151041666666,1.20130859375,0.5333333333333333,False
MMD-RBF,0.25,0.0,0.0,excess_clipped,0.7255208333333333,0.0762760416666667,1.5273502604166667,0.5333333333333333,True
KS-max,0.25,0.0,0.0,excess_clipped,0.8359375,0.056503906250000006,1.934388020833333,0.6333333333333333,True
JSD,0.25,0.0,0.0,excess_clipped,0.49166666666666664,-0.16380859374999998,1.3877669270833333,0.6333333333333333,False
QK-MMD PauliXZ,0.25,0.0,0.0,excess_clipped,0.6434895833333333,-0.11380859374999999,1.6122395833333334,0.5,False
Energy distance,0.25,0.0,0.01,excess_clipped,0.3693702220693231,-0.23816028847090878,1.0357297394724783,0.5,False
MMD-RBF,0.25,0.0,0.01,excess_clipped,0.5977502797679434,-0.05115413519825271,1.3995246101239376,0.5,False
KS-max,0.25,0.0,0.01,excess_clipped,0.6731892589678754,-0.10577176813211399,1.7705673352283304,0.5,False
JSD,0.25,0.0,0.01,excess_clipped,0.3251269857679728,-0.3304894841404339,1.2208237592102817,0.5666666666666667,False
QK-MMD PauliXZ,0.25,0.0,0.01,excess_clipped,0.654820913534728,-0.10329933067046011,1.6237060305039006,0.5,False
Energy distance,0.25,0.0,0.05,excess_clipped,-0.29377388965338475,-0.9032675486623386,0.3728078082063049,0.3333333333333333,False
MMD-RBF,0.25,0.0,0.05,excess_clipped,0.0866680655063828,-0.5623647298410018,0.8875545086729639,0.43333333333333335,False
KS-max,0.25,0.0,0.05,excess_clipped,0.02219629483937737,-0.7543913734211191,1.1182067466958485,0.26666666666666666,False
JSD,0.25,0.0,0.05,excess_clipped,-0.3410317378268034,-0.9967531362341202,0.5532748491474482,0.2,False
QK-MMD PauliXZ,0.25,0.0,0.05,excess_clipped,0.7001462343403062,-0.05995929285266425,1.669472662453971,0.5333333333333333,False
Energy distance,0.25,0.0,0.1,excess_clipped,-1.1227040293067694,-1.7346412918406617,-0.45783014011668305,0.16666666666666666,False
MMD-RBF,0.25,0.0,0.1,excess_clipped,-0.5521847023205678,-1.2023907373299005,0.2459488610959283,0.26666666666666666,False
KS-max,0.25,0.0,0.1,excess_clipped,-0.791544910321245,-1.5659061840246817,0.3047932117170026,0.16666666666666666,False
JSD,0.25,0.0,0.1,excess_clipped,-1.1737301423202737,-1.829496640046515,-0.27972291843714475,0.06666666666666667,False
QK-MMD PauliXZ,0.25,0.0,0.1,excess_clipped,0.7568028853472785,-0.005656265429337487,1.7266492762902532,0.5333333333333333,False
Energy distance,0.25,0.25,0.0,excess_clipped,0.48515625,-0.10860026041666666,1.1411588541666664,0.5333333333333333,False
MMD-RBF,0.25,0.25,0.0,excess_clipped,0.5921875,-0.05313151041666666,1.390130208333333,0.5666666666666667,False
KS-max,0.25,0.25,0.0,excess_clipped,0.7526041666666666,-0.060690104166666654,1.9232096354166661,0.5333333333333333,False
JSD,0.25,0.25,0.0,excess_clipped,0.55,-0.09583984375,1.4114843749999995,0.6,False
QK-MMD PauliXZ,0.25,0.25,0.0,excess_clipped,0.56015625,-0.18125,1.5065299479166665,0.4666666666666667,False
Energy distance,0.25,0.25,0.01,excess_clipped,0.3193702220693231,-0.2759921020008478,0.9763307844722838,0.5,False
MMD-RBF,0.25,0.25,0.01,excess_clipped,0.46441694643461,-0.18035646329756488,1.262492973135241,0.5666666666666667,False
KS-max,0.25,0.25,0.01,excess_clipped,0.589855925634542,-0.2233536473592347,1.7598423097504023,0.5,False
JSD,0.25,0.25,0.01,excess_clipped,0.38346031910130607,-0.2626162947144486,1.2451863488665833,0.5333333333333333,False
QK-MMD PauliXZ,0.25,0.25,0.01,excess_clipped,0.5714875802013947,-0.17070250921322697,1.5177731161842898,0.4666666666666667,False
Energy distance,0.25,0.25,0.05,excess_clipped,-0.3437738896533847,-0.9404560610652214,0.3122582420058604,0.3,False
MMD-RBF,0.25,0.25,0.05,excess_clipped,-0.04666526782695053,-0.6899921407264675,0.748949929360334,0.4,False
KS-max,0.25,0.25,0.05,excess_clipped,-0.06113703849395596,-0.873024712496636,1.1047191080120589,0.23333333333333334,False
JSD,0.25,0.25,0.05,excess_clipped,-0.2826984044934701,-0.9294294063463171,0.5808877323821164,0.3,False
QK-MMD PauliXZ,0.25,0.25,0.05,excess_clipped,0.616812901006973,-0.12708685887982812,1.5633511928973445,0.4666666666666667,False
Energy distance,0.25,0.25,0.1,excess_clipped,-1.1727040293067692,-1.7739355408324144,-0.513780649615675,0.2,False
MMD-RBF,0.25,0.25,0.1,excess_clipped,-0.685518035653901,-1.3273399011841682,0.10987831588287336,0.2,False
KS-max,0.25,0.25,0.1,excess_clipped,-0.8748782436545783,-1.6848323190840115,0.28799628386891923,0.16666666666666666,False
JSD,0.25,0.25,0.1,excess_clipped,-1.1153968089869404,-1.7598206676129098,-0.24994193324308056,0.1,False
QK-MMD PauliXZ,0.25,0.25,0.1,excess_clipped,0.6734695520139451,-0.07183615444032089,1.622242017498957,0.4666666666666667,False
Energy distance,0.25,0.5,0.0,excess_clipped,0.43515625,-0.16643229166666665,1.0968815104166667,0.5,False
MMD-RBF,0.25,0.5,0.0,excess_clipped,0.4588541666666667,-0.18959635416666665,1.263294270833333,0.5,False
KS-max,0.25,0.5,0.0,excess_clipped,0.6692708333333334,-0.20026041666666666,1.9161653645833332,0.5,False
JSD,0.25,0.5,0.0,excess_clipped,0.6083333333333333,-0.04454427083333332,1.4338997395833326,0.6,False
QK-MMD PauliXZ,0.25,0.5,0.0,excess_clipped,0.47682291666666665,-0.2625,1.408880208333333,0.4666666666666667,False
Energy distance,0.25,0.5,0.01,excess_clipped,0.26937022206932315,-0.33306689987930743,0.9313284296545985,0.43333333333333335,False
MMD-RBF,0.25,0.5,0.01,excess_clipped,0.3310836131012767,-0.3178123613205593,1.13561065297451,0.5,False
KS-max,0.25,0.5,0.01,excess_clipped,0.5065225923012088,-0.3623140336853026,1.753048999107264,0.4,False
JSD,0.25,0.5,0.01,excess_clipped,0.4417936524346394,-0.21087742217306998,1.267200016880724,0.5333333333333333,False
QK-MMD PauliXZ,0.25,0.5,0.01,excess_clipped,0.4881542468680614,-0.2512487366726073,1.4200581648669446,0.4666666666666667,False
Energy distance,0.25,0.5,0.05,excess_clipped,-0.3937738896533848,-0.998164059008753,0.26965307362328605,0.26666666666666666,False
MMD-RBF,0.25,0.5,0.05,excess_clipped,-0.17999860116028385,-0.8272836420004993,0.6240803975370944,0.3,False
KS-max,0.25,0.5,0.05,excess_clipped,-0.1444703718272893,-1.011797706811034,1.0983483180970834,0.23333333333333334,False
JSD,0.25,0.5,0.05,excess_clipped,-0.22436507116013676,-0.8766734329371249,0.6004622804622728,0.36666666666666664,False
QK-MMD PauliXZ,0.25,0.5,0.05,excess_clipped,0.5334795676736394,-0.20547841664947422,1.4662964355455474,0.4666666666666667,False
Energy distance,0.25,0.5,0.1,excess_clipped,-1.2227040293067692,-1.8284975668515644,-0.5573755645846249,0.2,False
MMD-RBF,0.25,0.5,0.1,excess_clipped,-0.8188513689872343,-1.4635648429244366,-0.01747661642837939,0.16666666666666666,False
KS-max,0.25,0.5,0.1,excess_clipped,-0.9582115769879117,-1.8223514860092356,0.2833437716108352,0.13333333333333333,False
JSD,0.25,0.5,0.1,excess_clipped,-1.057063475653607,-1.7077828268380155,-0.23331026091783674,0.2,False
QK-MMD PauliXZ,0.25,0.5,0.1,excess_clipped,0.5901362186806121,-0.1512123673439298,1.5268959424650719,0.5,False
Energy distance,0.25,1.0,0.0,excess_clipped,0.33515625,-0.32085286458333334,1.0523502604166666,0.4666666666666667,False
MMD-RBF,0.25,1.0,0.0,excess_clipped,0.1921875,-0.5015625,1.02890625,0.5,False
KS-max,0.25,1.0,0.0,excess_clipped,0.5026041666666666,-0.5174609375,1.908157552083332,0.4666666666666667,False
JSD,0.25,1.0,0.0,excess_clipped,0.725,-0.002643229166666631,1.5409309895833325,0.6,False
QK-MMD PauliXZ,0.25,1.0,0.0,excess_clipped,0.31015625,-0.4523567708333333,1.2492317708333331,0.5,False
Energy distance,0.25,1.0,0.01,excess_clipped,0.16937022206932306,-0.4872724045821736,0.886337628010534,0.43333333333333335,False
MMD-RBF,0.25,1.0,0.01,excess_clipped,0.06441694643460998,-0.6286566653799022,0.9000705879685478,0.43333333333333335,False
KS-max,0.25,1.0,0.01,excess_clipped,0.33985592563454214,-0.6804249857491406,1.744503835020097,0.4,False
JSD,0.25,1.0,0.01,excess_clipped,0.5584603191013059,-0.16898006850879255,1.3744054827297936,0.5666666666666667,False
QK-MMD PauliXZ,0.25,1.0,0.01,excess_clipped,0.3214875802013947,-0.44135369956946335,1.2613450342678239,0.5,False
Energy distance,0.25,1.0,0.05,excess_clipped,-0.4937738896533847,-1.1522434096201133,0.22287255054835867,0.23333333333333334,False
MMD-RBF,0.25,1.0,0.05,excess_clipped,-0.4466652678269505,-1.137912863133936,0.3857615645092783,0.3,False
KS-max,0.25,1.0,0.05,excess_clipped,-0.3111370384939559,-1.3282889477326485,1.0898889667671545,0.23333333333333334,False
JSD,0.25,1.0,0.05,excess_clipped,-0.10769840449347008,-0.8341649949285298,0.7083164605551961,0.4,False
QK-MMD PauliXZ,0.25,1.0,0.05,excess_clipped,0.3668129010069727,-0.39721265276860485,1.305595377522097,0.5,False
Energy distance,0.25,1.0,0.1,excess_clipped,-1.3227040293067693,-1.9850781163065694,-0.6034300862766206,0.16666666666666666,False
MMD-RBF,0.25,1.0,0.1,excess_clipped,-1.085518035653901,-1.7750304104055983,-0.2579321427902617,0.16666666666666666,False
KS-max,0.25,1.0,0.1,excess_clipped,-1.1248782436545783,-2.138784829724658,0.27201301414058693,0.16666666666666666,False
JSD,0.25,1.0,0.1,excess_clipped,-0.9403968089869404,-1.66520651951958,-0.1239579870650585,0.23333333333333334,False
QK-MMD PauliXZ,0.25,1.0,0.1,excess_clipped,0.4234695520139452,-0.34095196136381145,1.364922835535369,0.5,False
Energy distance,0.25,2.0,0.0,excess_clipped,0.13515625,-0.753125,1.0859375,0.43333333333333335,False
MMD-RBF,0.25,2.0,0.0,excess_clipped,-0.3411458333333333,-1.2221419270833334,0.62734375,0.3333333333333333,False
KS-max,0.25,2.0,0.0,excess_clipped,0.16927083333333334,-1.2242513020833332,1.951940104166665,0.4666666666666667,False
JSD,0.25,2.0,0.0,excess_clipped,0.9583333333333334,-0.04873697916666663,1.9346484374999997,0.6333333333333333,False
QK-MMD PauliXZ,0.25,2.0,0.0,excess_clipped,-0.023177083333333334,-0.9619791666666667,1.0250390624999994,0.4666666666666667,False
Energy distance,0.25,2.0,0.01,excess_clipped,-0.030629777930676914,-0.9188762598934428,0.9188971400181566,0.4,False
MMD-RBF,0.25,2.0,0.01,excess_clipped,-0.46891638689872345,-1.3489054782574477,0.4983665560769887,0.3333333333333333,False
KS-max,0.25,2.0,0.01,excess_clipped,0.006522592301208796,-1.38702189751562,1.7894472183260197,0.43333333333333335,False
JSD,0.25,2.0,0.01,excess_clipped,0.7917936524346393,-0.21484992236193215,1.7681423104629894,0.6,False
QK-MMD PauliXZ,0.25,2.0,0.01,excess_clipped,-0.011845753131938815,-0.9499753941093307,1.035882185769698,0.4666666666666667,False
Energy distance,0.25,2.0,0.05,excess_clipped,-0.6937738896533847,-1.5796440012019397,0.2549514998442171,0.3,False
MMD-RBF,0.25,2.0,0.05,excess_clipped,-0.9799986011602838,-1.856990126835813,-0.016394720205523187,0.3,False
KS-max,0.25,2.0,0.05,excess_clipped,-0.6444703718272894,-2.0341141163245,1.1394756749634387,0.3333333333333333,False
JSD,0.25,2.0,0.05,excess_clipped,0.1256349288398633,-0.8790190414041475,1.099769063846203,0.5,False
QK-MMD PauliXZ,0.25,2.0,0.05,excess_clipped,0.033479567673639375,-0.9053108802745556,1.0819628155427916,0.4666666666666667,False
Energy distance,0.25,2.0,0.1,excess_clipped,-1.5227040293067693,-2.4062945269260676,-0.573673239602591,0.16666666666666666,False
MMD-RBF,0.25,2.0,0.1,excess_clipped,-1.6188513689872337,-2.493745757696762,-0.6584936346487089,0.23333333333333334,False
KS-max,0.25,2.0,0.1,excess_clipped,-1.4582115769879114,-2.844471916375052,0.3241125580005163,0.23333333333333334,False
JSD,0.25,2.0,0.1,excess_clipped,-0.7070634756536068,-1.710753132209318,0.2648795985190757,0.4666666666666667,False
QK-MMD PauliXZ,0.25,2.0,0.1,excess_clipped,0.09013621868061188,-0.8479410260175647,1.1378842488225482,0.4666666666666667,False
Energy distance,0.5,0.0,0.0,excess_clipped,1.06015625,0.41560546875000004,1.759388020833333,0.7,True
MMD-RBF,0.5,0.0,0.0,excess_clipped,0.9588541666666667,0.3075260416666667,1.7523502604166667,0.6,True
KS-max,0.5,0.0,0.0,excess_clipped,0.9109375,0.15207682291666666,1.9836458333333327,0.6333333333333333,True
JSD,0.5,0.0,0.0,excess_clipped,0.6,-0.07475260416666665,1.50521484375,0.6333333333333333,False
QK-MMD PauliXZ,0.5,0.0,0.0,excess_clipped,0.6518229166666667,-0.11198567708333333,1.615657552083333,0.5333333333333333,False
Energy distance,0.5,0.0,0.01,excess_clipped,0.894370222069323,0.24869041356353952,1.5939146166550664,0.7,True
MMD-RBF,0.5,0.0,0.01,excess_clipped,0.8310836131012765,0.17897064420999675,1.6240783612854914,0.5666666666666667,True
KS-max,0.5,0.0,0.01,excess_clipped,0.7481892589678754,-0.010708502955221678,1.821260307179473,0.6,False
JSD,0.5,0.0,0.01,excess_clipped,0.43346031910130606,-0.24146685338100735,1.339127305582782,0.6,False
QK-MMD PauliXZ,0.5,0.0,0.01,excess_clipped,0.6631542468680613,-0.10051520281642934,1.627875229397007,0.5333333333333333,False
Energy distance,0.5,0.0,0.05,excess_clipped,0.2312261103466153,-0.41652187808476926,0.9321466238763482,0.5,False
MMD-RBF,0.5,0.0,0.05,excess_clipped,0.3200013988397161,-0.3311727286516156,1.1117787228016531,0.4666666666666667,False
KS-max,0.5,0.0,0.05,excess_clipped,0.09719629483937738,-0.6588938095475897,1.1700769101713078,0.3,False
JSD,0.5,0.0,0.05,excess_clipped,-0.2326984044934701,-0.9064554382409118,0.6737583194851222,0.3,False
QK-MMD PauliXZ,0.5,0.0,0.05,excess_clipped,0.7084795676736396,-0.05711862643829482,1.6751262058105398,0.5666666666666667,False
Energy distance,0.5,0.0,0.1,excess_clipped,-0.5977040293067692,-1.2498755937837027,0.1034089643457847,0.3,False
MMD-RBF,0.5,0.0,0.1,excess_clipped,-0.3188513689872343,-0.9722228209819584,0.47200998334847577,0.4,False
KS-max,0.5,0.0,0.1,excess_clipped,-0.716544910321245,-1.470024847153167,0.35500533551551977,0.16666666666666666,False
JSD,0.5,0.0,0.1,excess_clipped,-1.0653968089869401,-1.7403281617167523,-0.1578066071686828,0.1,False
QK-MMD PauliXZ,0.5,0.0,0.1,excess_clipped,0.765136218680612,-0.0017166158639013382,1.7358969428710793,0.5666666666666667,False
Energy distance,0.5,0.25,0.0,excess_clipped,1.01015625,0.37966145833333337,1.69453125,0.6666666666666666,True
MMD-RBF,0.5,0.25,0.0,excess_clipped,0.8255208333333334,0.19082031250000006,1.616184895833333,0.5666666666666667,True
KS-max,0.5,0.25,0.0,excess_clipped,0.8276041666666667,0.031490885416666684,1.97318359375,0.6,True
JSD,0.5,0.25,0.0,excess_clipped,0.6583333333333333,-0.0021223958333332978,1.532571614583333,0.6,False
QK-MMD PauliXZ,0.5,0.25,0.0,excess_clipped,0.5684895833333333,-0.17735677083333332,1.5151106770833334,0.5,False
Energy distance,0.5,0.25,0.01,excess_clipped,0.844370222069323,0.21236840258269918,1.5278729333875765,0.6666666666666666,True
MMD-RBF,0.5,0.25,0.01,excess_clipped,0.6977502797679432,0.06350341014340616,1.4887796211740858,0.5666666666666667,True
KS-max,0.5,0.25,0.01,excess_clipped,0.6648559256345421,-0.1308251152140748,1.8097875049466905,0.5333333333333333,False
JSD,0.5,0.25,0.01,excess_clipped,0.49179365243463935,-0.16941612739552311,1.3661089188585036,0.5666666666666667,False
QK-MMD PauliXZ,0.5,0.25,0.01,excess_clipped,0.5798209135347281,-0.16635660615824152,1.5265048281320615,0.5,False
