method,method_label,n_seeds,actionable_utility_mean,lambda_cost,eta_cost,gamma_cost,nuisance_mode
ks_max,KS-max,30,9.957264510498693,0.25,0.5,0.05,excess_clipped
mmd_rbf,MMD-RBF,30,9.992792739831687,0.25,0.5,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,9.279314570997764,0.25,0.5,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,9.812794138671403,0.25,0.5,0.05,excess_clipped
energy_distance,Energy distance,30,10.200636056649577,0.25,0.5,0.1,excess_clipped
jsd,JSD,30,10.034995502996415,0.25,0.5,0.1,excess_clipped
ks_max,KS-max,30,9.936143604330718,0.25,0.5,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,9.79678339633004,0.25,0.5,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,8.387795808662196,0.25,0.5,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,8.977932027342806,0.25,0.5,0.1,excess_clipped
energy_distance,Energy distance,30,9.8625,0.25,1.0,0.0,excess_clipped
jsd,JSD,30,9.47265625,0.25,1.0,0.0,excess_clipped
ks_max,KS-max,30,9.695052083333334,0.25,1.0,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,10.00546875,0.25,1.0,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,9.8875,0.25,1.0,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,10.19765625,0.25,1.0,0.0,excess_clipped
energy_distance,Energy distance,30,9.861313605664957,0.25,1.0,0.01,excess_clipped
jsd,JSD,30,9.472223508632974,0.25,1.0,0.01,excess_clipped
ks_max,KS-max,30,9.690827902099738,0.25,1.0,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,9.96626688129967,0.25,1.0,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,9.709196247532885,0.25,1.0,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,10.030683827734281,0.25,1.0,0.01,excess_clipped
energy_distance,Energy distance,30,9.856568028324789,0.25,1.0,0.05,excess_clipped
jsd,JSD,30,9.470492543164873,0.25,1.0,0.05,excess_clipped
ks_max,KS-max,30,9.67393117716536,0.25,1.0,0.05,excess_clipped
mmd_rbf,MMD-RBF,30,9.809459406498354,0.25,1.0,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,8.99598123766443,0.25,1.0,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,9.362794138671404,0.25,1.0,0.05,excess_clipped
energy_distance,Energy distance,30,9.850636056649575,0.25,1.0,0.1,excess_clipped
jsd,JSD,30,9.468328836329748,0.25,1.0,0.1,excess_clipped
ks_max,KS-max,30,9.652810270997385,0.25,1.0,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,9.613450062996709,0.25,1.0,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,8.104462475328862,0.25,1.0,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,8.527932027342807,0.25,1.0,0.1,excess_clipped
energy_distance,Energy distance,30,9.1625,0.25,2.0,0.0,excess_clipped
jsd,JSD,30,8.339322916666667,0.25,2.0,0.0,excess_clipped
ks_max,KS-max,30,9.128385416666667,0.25,2.0,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,9.638802083333333,0.25,2.0,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,9.320833333333333,0.25,2.0,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,9.29765625,0.25,2.0,0.0,excess_clipped
energy_distance,Energy distance,30,9.161313605664958,0.25,2.0,0.01,excess_clipped
jsd,JSD,30,8.33889017529964,0.25,2.0,0.01,excess_clipped
ks_max,KS-max,30,9.124161235433071,0.25,2.0,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,9.599600214633004,0.25,2.0,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,9.142529580866219,0.25,2.0,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,9.13068382773428,0.25,2.0,0.01,excess_clipped
energy_distance,Energy distance,30,9.156568028324788,0.25,2.0,0.05,excess_clipped
jsd,JSD,30,8.33715920983154,0.25,2.0,0.05,excess_clipped
ks_max,KS-max,30,9.107264510498691,0.25,2.0,0.05,excess_clipped
mmd_rbf,MMD-RBF,30,9.442792739831686,0.25,2.0,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,8.429314570997764,0.25,2.0,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,8.462794138671404,0.25,2.0,0.05,excess_clipped
energy_distance,Energy distance,30,9.150636056649576,0.25,2.0,0.1,excess_clipped
jsd,JSD,30,8.334995502996414,0.25,2.0,0.1,excess_clipped
ks_max,KS-max,30,9.086143604330719,0.25,2.0,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,9.246783396330041,0.25,2.0,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,7.537795808662195,0.25,2.0,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,7.627932027342807,0.25,2.0,0.1,excess_clipped
energy_distance,Energy distance,30,9.245833333333334,0.5,0.0,0.0,excess_clipped
jsd,JSD,30,9.705989583333333,0.5,0.0,0.0,excess_clipped
ks_max,KS-max,30,9.395052083333333,0.5,0.0,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,9.347135416666667,0.5,0.0,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,9.654166666666667,0.5,0.0,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,10.305989583333334,0.5,0.0,0.0,excess_clipped
energy_distance,Energy distance,30,9.244646938998292,0.5,0.0,0.01,excess_clipped
jsd,JSD,30,9.705556841966308,0.5,0.0,0.01,excess_clipped
ks_max,KS-max,30,9.390827902099739,0.5,0.0,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,9.307933547966337,0.5,0.0,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,9.475862914199553,0.5,0.0,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,10.139017161067613,0.5,0.0,0.01,excess_clipped
energy_distance,Energy distance,30,9.239901361658122,0.5,0.0,0.05,excess_clipped
jsd,JSD,30,9.703825876498206,0.5,0.0,0.05,excess_clipped
ks_max,KS-max,30,9.373931177165359,0.5,0.0,0.05,excess_clipped
mmd_rbf,MMD-RBF,30,9.15112607316502,0.5,0.0,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,8.762647904331097,0.5,0.0,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,9.471127472004737,0.5,0.0,0.05,excess_clipped
energy_distance,Energy distance,30,9.23396938998291,0.5,0.0,0.1,excess_clipped
jsd,JSD,30,9.70166216966308,0.5,0.0,0.1,excess_clipped
ks_max,KS-max,30,9.352810270997386,0.5,0.0,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,8.955116729663375,0.5,0.0,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,7.871129141995528,0.5,0.0,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,8.63626536067614,0.5,0.0,0.1,excess_clipped
energy_distance,Energy distance,30,9.070833333333333,0.5,0.25,0.0,excess_clipped
jsd,JSD,30,9.42265625,0.5,0.25,0.0,excess_clipped
ks_max,KS-max,30,9.253385416666667,0.5,0.25,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,9.25546875,0.5,0.25,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,9.5125,0.5,0.25,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,10.080989583333333,0.5,0.25,0.0,excess_clipped
energy_distance,Energy distance,30,9.069646938998291,0.5,0.25,0.01,excess_clipped
jsd,JSD,30,9.422223508632975,0.5,0.25,0.01,excess_clipped
ks_max,KS-max,30,9.249161235433071,0.5,0.25,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,9.21626688129967,0.5,0.25,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,9.334196247532885,0.5,0.25,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,9.914017161067614,0.5,0.25,0.01,excess_clipped
energy_distance,Energy distance,30,9.064901361658121,0.5,0.25,0.05,excess_clipped
jsd,JSD,30,9.420492543164873,0.5,0.25,0.05,excess_clipped
ks_max,KS-max,30,9.232264510498691,0.5,0.25,0.05,excess_clipped
mmd_rbf,MMD-RBF,30,9.059459406498354,0.5,0.25,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,8.62098123766443,0.5,0.25,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,9.246127472004737,0.5,0.25,0.05,excess_clipped
energy_distance,Energy distance,30,9.05896938998291,0.5,0.25,0.1,excess_clipped
jsd,JSD,30,9.418328836329747,0.5,0.25,0.1,excess_clipped
ks_max,KS-max,30,9.211143604330719,0.5,0.25,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,8.863450062996709,0.5,0.25,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,7.729462475328861,0.5,0.25,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,8.41126536067614,0.5,0.25,0.1,excess_clipped
energy_distance,Energy distance,30,8.895833333333334,0.5,0.5,0.0,excess_clipped
jsd,JSD,30,9.139322916666666,0.5,0.5,0.0,excess_clipped
ks_max,KS-max,30,9.11171875,0.5,0.5,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,9.163802083333334,0.5,0.5,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,9.370833333333334,0.5,0.5,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,9.855989583333333,0.5,0.5,0.0,excess_clipped
energy_distance,Energy distance,30,8.89464693899829,0.5,0.5,0.01,excess_clipped
jsd,JSD,30,9.138890175299641,0.5,0.5,0.01,excess_clipped
ks_max,KS-max,30,9.107494568766406,0.5,0.5,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,9.124600214633004,0.5,0.5,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,9.19252958086622,0.5,0.5,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,9.689017161067614,0.5,0.5,0.01,excess_clipped
energy_distance,Energy distance,30,8.889901361658122,0.5,0.5,0.05,excess_clipped
jsd,JSD,30,9.13715920983154,0.5,0.5,0.05,excess_clipped
ks_max,KS-max,30,9.090597843832025,0.5,0.5,0.05,excess_clipped
mmd_rbf,MMD-RBF,30,8.967792739831687,0.5,0.5,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,8.479314570997763,0.5,0.5,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,9.021127472004737,0.5,0.5,0.05,excess_clipped
energy_distance,Energy distance,30,8.88396938998291,0.5,0.5,0.1,excess_clipped
jsd,JSD,30,9.134995502996414,0.5,0.5,0.1,excess_clipped
ks_max,KS-max,30,9.069476937664053,0.5,0.5,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,8.771783396330042,0.5,0.5,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,7.587795808662195,0.5,0.5,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,8.18626536067614,0.5,0.5,0.1,excess_clipped
energy_distance,Energy distance,30,8.545833333333333,0.5,1.0,0.0,excess_clipped
jsd,JSD,30,8.57265625,0.5,1.0,0.0,excess_clipped
ks_max,KS-max,30,8.828385416666666,0.5,1.0,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,8.98046875,0.5,1.0,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,9.0875,0.5,1.0,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,9.405989583333334,0.5,1.0,0.0,excess_clipped
energy_distance,Energy distance,30,8.54464693899829,0.5,1.0,0.01,excess_clipped
jsd,JSD,30,8.572223508632975,0.5,1.0,0.01,excess_clipped
ks_max,KS-max,30,8.824161235433072,0.5,1.0,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,8.94126688129967,0.5,1.0,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,8.909196247532886,0.5,1.0,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,9.239017161067613,0.5,1.0,0.01,excess_clipped
energy_distance,Energy distance,30,8.53990136165812,0.5,1.0,0.05,excess_clipped
jsd,JSD,30,8.570492543164873,0.5,1.0,0.05,excess_clipped
ks_max,KS-max,30,8.807264510498692,0.5,1.0,0.05,excess_clipped
mmd_rbf,MMD-RBF,30,8.784459406498353,0.5,1.0,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,8.19598123766443,0.5,1.0,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,8.571127472004738,0.5,1.0,0.05,excess_clipped
energy_distance,Energy distance,30,8.533969389982909,0.5,1.0,0.1,excess_clipped
jsd,JSD,30,8.568328836329748,0.5,1.0,0.1,excess_clipped
ks_max,KS-max,30,8.78614360433072,0.5,1.0,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,8.588450062996708,0.5,1.0,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,7.304462475328862,0.5,1.0,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,7.73626536067614,0.5,1.0,0.1,excess_clipped
energy_distance,Energy distance,30,7.845833333333333,0.5,2.0,0.0,excess_clipped
jsd,JSD,30,7.439322916666667,0.5,2.0,0.0,excess_clipped
ks_max,KS-max,30,8.26171875,0.5,2.0,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,8.613802083333333,0.5,2.0,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,8.520833333333334,0.5,2.0,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,8.505989583333333,0.5,2.0,0.0,excess_clipped
energy_distance,Energy distance,30,7.844646938998291,0.5,2.0,0.01,excess_clipped
jsd,JSD,30,7.438890175299641,0.5,2.0,0.01,excess_clipped
ks_max,KS-max,30,8.257494568766406,0.5,2.0,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,8.574600214633003,0.5,2.0,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,8.34252958086622,0.5,2.0,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,8.339017161067614,0.5,2.0,0.01,excess_clipped
energy_distance,Energy distance,30,7.8399013616581215,0.5,2.0,0.05,excess_clipped
jsd,JSD,30,7.43715920983154,0.5,2.0,0.05,excess_clipped
ks_max,KS-max,30,8.240597843832026,0.5,2.0,0.05,excess_clipped
mmd_rbf,MMD-RBF,30,8.417792739831688,0.5,2.0,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,7.629314570997764,0.5,2.0,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,7.671127472004737,0.5,2.0,0.05,excess_clipped
energy_distance,Energy distance,30,7.83396938998291,0.5,2.0,0.1,excess_clipped
jsd,JSD,30,7.434995502996414,0.5,2.0,0.1,excess_clipped
ks_max,KS-max,30,8.219476937664052,0.5,2.0,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,8.221783396330041,0.5,2.0,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,6.737795808662195,0.5,2.0,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,6.83626536067614,0.5,2.0,0.1,excess_clipped
energy_distance,Energy distance,30,6.6125,1.0,0.0,0.0,excess_clipped
jsd,JSD,30,7.905989583333334,1.0,0.0,0.0,excess_clipped
ks_max,KS-max,30,7.66171875,1.0,0.0,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,7.297135416666666,1.0,0.0,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,8.054166666666667,1.0,0.0,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,8.72265625,1.0,0.0,0.0,excess_clipped
energy_distance,Energy distance,30,6.611313605664958,1.0,0.0,0.01,excess_clipped
jsd,JSD,30,7.905556841966307,1.0,0.0,0.01,excess_clipped
ks_max,KS-max,30,7.657494568766405,1.0,0.0,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,7.257933547966337,1.0,0.0,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,7.875862914199553,1.0,0.0,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,8.55568382773428,1.0,0.0,0.01,excess_clipped
energy_distance,Energy distance,30,6.606568028324788,1.0,0.0,0.05,excess_clipped
jsd,JSD,30,7.903825876498207,1.0,0.0,0.05,excess_clipped
ks_max,KS-max,30,7.640597843832026,1.0,0.0,0.05,excess_clipped
mmd_rbf,MMD-RBF,30,7.1011260731650205,1.0,0.0,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,7.162647904331097,1.0,0.0,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,7.887794138671404,1.0,0.0,0.05,excess_clipped
energy_distance,Energy distance,30,6.600636056649576,1.0,0.0,0.1,excess_clipped
jsd,JSD,30,7.901662169663081,1.0,0.0,0.1,excess_clipped
ks_max,KS-max,30,7.619476937664052,1.0,0.0,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,6.905116729663375,1.0,0.0,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,6.271129141995528,1.0,0.0,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,7.052932027342806,1.0,0.0,0.1,excess_clipped
energy_distance,Energy distance,30,6.4375,1.0,0.25,0.0,excess_clipped
jsd,JSD,30,7.62265625,1.0,0.25,0.0,excess_clipped
ks_max,KS-max,30,7.520052083333334,1.0,0.25,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,7.20546875,1.0,0.25,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,7.9125,1.0,0.25,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,8.49765625,1.0,0.25,0.0,excess_clipped
energy_distance,Energy distance,30,6.436313605664958,1.0,0.25,0.01,excess_clipped
jsd,JSD,30,7.622223508632975,1.0,0.25,0.01,excess_clipped
ks_max,KS-max,30,7.515827902099739,1.0,0.25,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,7.166266881299671,1.0,0.25,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,7.7341962475328865,1.0,0.25,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,8.330683827734282,1.0,0.25,0.01,excess_clipped
energy_distance,Energy distance,30,6.431568028324788,1.0,0.25,0.05,excess_clipped
jsd,JSD,30,7.620492543164874,1.0,0.25,0.05,excess_clipped
ks_max,KS-max,30,7.4989311771653595,1.0,0.25,0.05,excess_clipped
mmd_rbf,MMD-RBF,30,7.009459406498354,1.0,0.25,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,7.02098123766443,1.0,0.25,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,7.662794138671403,1.0,0.25,0.05,excess_clipped
energy_distance,Energy distance,30,6.4256360566495765,1.0,0.25,0.1,excess_clipped
jsd,JSD,30,7.618328836329748,1.0,0.25,0.1,excess_clipped
ks_max,KS-max,30,7.477810270997385,1.0,0.25,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,6.813450062996708,1.0,0.25,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,6.129462475328862,1.0,0.25,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,6.827932027342807,1.0,0.25,0.1,excess_clipped
energy_distance,Energy distance,30,6.2625,1.0,0.5,0.0,excess_clipped
jsd,JSD,30,7.339322916666666,1.0,0.5,0.0,excess_clipped
ks_max,KS-max,30,7.378385416666666,1.0,0.5,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,7.113802083333334,1.0,0.5,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,7.770833333333333,1.0,0.5,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,8.27265625,1.0,0.5,0.0,excess_clipped
energy_distance,Energy distance,30,6.261313605664958,1.0,0.5,0.01,excess_clipped
jsd,JSD,30,7.338890175299642,1.0,0.5,0.01,excess_clipped
ks_max,KS-max,30,7.374161235433072,1.0,0.5,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,7.074600214633004,1.0,0.5,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,7.592529580866219,1.0,0.5,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,8.10568382773428,1.0,0.5,0.01,excess_clipped
energy_distance,Energy distance,30,6.256568028324788,1.0,0.5,0.05,excess_clipped
jsd,JSD,30,7.33715920983154,1.0,0.5,0.05,excess_clipped
ks_max,KS-max,30,7.357264510498693,1.0,0.5,0.05,excess_clipped
mmd_rbf,MMD-RBF,30,6.917792739831687,1.0,0.5,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,6.879314570997764,1.0,0.5,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,7.4377941386714035,1.0,0.5,0.05,excess_clipped
energy_distance,Energy distance,30,6.250636056649577,1.0,0.5,0.1,excess_clipped
jsd,JSD,30,7.3349955029964145,1.0,0.5,0.1,excess_clipped
ks_max,KS-max,30,7.336143604330719,1.0,0.5,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,6.721783396330041,1.0,0.5,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,5.987795808662195,1.0,0.5,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,6.602932027342806,1.0,0.5,0.1,excess_clipped
energy_distance,Energy distance,30,5.9125,1.0,1.0,0.0,excess_clipped
jsd,JSD,30,6.77265625,1.0,1.0,0.0,excess_clipped
ks_max,KS-max,30,7.095052083333333,1.0,1.0,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,6.93046875,1.0,1.0,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,7.4875,1.0,1.0,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,7.82265625,1.0,1.0,0.0,excess_clipped
energy_distance,Energy distance,30,5.911313605664958,1.0,1.0,0.01,excess_clipped
jsd,JSD,30,6.772223508632975,1.0,1.0,0.01,excess_clipped
ks_max,KS-max,30,7.090827902099738,1.0,1.0,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,6.8912668812996705,1.0,1.0,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,7.309196247532886,1.0,1.0,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,7.65568382773428,1.0,1.0,0.01,excess_clipped
energy_distance,Energy distance,30,5.906568028324788,1.0,1.0,0.05,excess_clipped
jsd,JSD,30,6.770492543164874,1.0,1.0,0.05,excess_clipped
ks_max,KS-max,30,7.07393117716536,1.0,1.0,0.05,excess_clipped
mmd_rbf,MMD-RBF,30,6.734459406498354,1.0,1.0,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,6.5959812376644305,1.0,1.0,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,6.987794138671403,1.0,1.0,0.05,excess_clipped
energy_distance,Energy distance,30,5.900636056649576,1.0,1.0,0.1,excess_clipped
jsd,JSD,30,6.768328836329747,1.0,1.0,0.1,excess_clipped
ks_max,KS-max,30,7.0528102709973854,1.0,1.0,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,6.5384500629967075,1.0,1.0,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,5.704462475328862,1.0,1.0,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,6.152932027342806,1.0,1.0,0.1,excess_clipped
energy_distance,Energy distance,30,5.2125,1.0,2.0,0.0,excess_clipped
jsd,JSD,30,5.639322916666667,1.0,2.0,0.0,excess_clipped
ks_max,KS-max,30,6.528385416666667,1.0,2.0,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,6.563802083333333,1.0,2.0,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,6.920833333333333,1.0,2.0,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,6.92265625,1.0,2.0,0.0,excess_clipped
energy_distance,Energy distance,30,5.211313605664958,1.0,2.0,0.01,excess_clipped
jsd,JSD,30,5.638890175299641,1.0,2.0,0.01,excess_clipped
ks_max,KS-max,30,6.524161235433072,1.0,2.0,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,6.524600214633003,1.0,2.0,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,6.742529580866219,1.0,2.0,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,6.755683827734281,1.0,2.0,0.01,excess_clipped
energy_distance,Energy distance,30,5.206568028324788,1.0,2.0,0.05,excess_clipped
jsd,JSD,30,5.63715920983154,1.0,2.0,0.05,excess_clipped
ks_max,KS-max,30,6.507264510498692,1.0,2.0,0.05,excess_clipped
mmd_rbf,MMD-RBF,30,6.367792739831687,1.0,2.0,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,6.029314570997764,1.0,2.0,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,6.087794138671403,1.0,2.0,0.05,excess_clipped
energy_distance,Energy distance,30,5.200636056649576,1.0,2.0,0.1,excess_clipped
jsd,JSD,30,5.634995502996414,1.0,2.0,0.1,excess_clipped
ks_max,KS-max,30,6.486143604330719,1.0,2.0,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,6.171783396330041,1.0,2.0,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,5.137795808662195,1.0,2.0,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,5.252932027342807,1.0,2.0,0.1,excess_clipped
energy_distance,Energy distance,30,1.3458333333333334,2.0,0.0,0.0,excess_clipped
jsd,JSD,30,4.305989583333333,2.0,0.0,0.0,excess_clipped
ks_max,KS-max,30,4.195052083333334,2.0,0.0,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,3.197135416666667,2.0,0.0,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,4.854166666666667,2.0,0.0,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,5.555989583333333,2.0,0.0,0.0,excess_clipped
energy_distance,Energy distance,30,1.3446469389982911,2.0,0.0,0.01,excess_clipped
jsd,JSD,30,4.305556841966308,2.0,0.0,0.01,excess_clipped
ks_max,KS-max,30,4.1908279020997385,2.0,0.0,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,3.1579335479663375,2.0,0.0,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,4.675862914199553,2.0,0.0,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,5.389017161067614,2.0,0.0,0.01,excess_clipped
energy_distance,Energy distance,30,1.3399013616581215,2.0,0.0,0.05,excess_clipped
jsd,JSD,30,4.303825876498207,2.0,0.0,0.05,excess_clipped
ks_max,KS-max,30,4.173931177165359,2.0,0.0,0.05,excess_clipped
